age,duration,euribor3m,nr.employed,y 
3.836048935,-0.394502269,-1.721774357,-2.191480765,yes
1.628993231,-0.575776207,0.230456132,0.398115295,no
-0.290185642,1.333385484,-1.357965309,-0.940280958,yes
-0.002308811,-0.672198515,0.716495796,0.331679907,no
0.28556802,0.866701515,0.772422068,0.845170093,no
-1.729569797,-0.934467191,0.262166905,0.398115295,no
0.093650133,-0.818760422,-1.322795179,-0.940280958,no
-0.482103529,-0.406072946,0.771845508,0.845170093,no
-0.290185642,-0.305793746,0.771845508,0.845170093,no
0.381526963,-0.051238854,-1.322795179,-0.940280958,no
-0.76998036,-0.093664669,0.776457984,0.845170093,no
1.916870062,0.284310777,0.773575187,0.845170093,no
-0.386144586,-0.490924576,-1.322795179,-0.940280958,no
1.053239569,-0.3790747,0.712459879,0.331679907,no
-0.386144586,0.492582961,0.712459879,0.331679907,no
0.573444851,-0.220942115,-1.254761157,-0.940280958,no
-0.961898248,-0.055095746,-1.272057942,-0.940280958,no
-0.674021417,0.427015792,-1.579364159,-2.815696597,yes
-0.386144586,0.0220421,-1.370649618,-0.940280958,no
-1.249775079,-0.811046638,-1.277823537,-0.940280958,no
-0.290185642,-0.71462433,0.714189558,0.331679907,no
0.957280625,4.118061728,-1.367190261,-0.940280958,no
-0.290185642,-0.494781469,-1.318759262,-0.940280958,no
-1.53765191,-0.340505776,-1.300885917,-0.940280958,no
-0.865939304,-0.645200269,0.770692389,0.845170093,no
-0.961898248,-0.884327591,-1.357965309,-0.940280958,no
-0.674021417,0.187888469,0.712459879,0.331679907,no
0.861321682,0.006614531,0.774151746,0.845170093,no
0.861321682,-0.340505776,0.713612998,0.331679907,no
-0.865939304,-0.259511038,0.775304865,0.845170093,no
-0.961898248,-0.402216053,0.773575187,0.845170093,no
-1.057857191,0.562007023,0.773575187,0.845170093,no
0.093650133,0.0220421,0.773575187,0.845170093,no
-0.002308811,-0.907468945,0.774728306,0.845170093,no
0.093650133,-0.525636607,0.772998627,0.845170093,no
0.189609076,-0.3289351,0.712459879,0.331679907,no
-0.290185642,-0.552634853,0.771268949,0.845170093,no
-0.578062473,0.5735777,-1.687180787,-2.191480765,yes
1.053239569,-0.811046638,0.773575187,0.845170093,no
-0.098267755,-0.760907038,0.712459879,0.331679907,no
-0.674021417,-0.197800761,0.71188332,0.331679907,no
-0.098267755,0.087609269,0.712459879,0.331679907,no
-1.249775079,-0.055095746,0.764350235,0.845170093,no
-0.386144586,0.199459146,0.772998627,0.845170093,no
0.28556802,4.739021389,0.772998627,0.845170093,no
0.189609076,-0.629772699,0.772998627,0.845170093,no
-0.482103529,0.450157146,-1.300885917,-0.940280958,yes
-1.153816135,0.160890223,-1.205177039,-0.940280958,yes
0.669403794,0.245741854,0.712459879,0.331679907,no
1.437075344,-0.448498761,0.328471248,0.398115295,no
-0.578062473,-0.051238854,-1.312993667,-0.940280958,no
-0.578062473,-0.660627838,0.306561987,0.398115295,no
0.381526963,-0.471640115,0.774728306,0.845170093,no
-0.098267755,-0.155374946,0.76953927,0.845170093,no
0.861321682,-0.035811284,0.712459879,0.331679907,no
-0.386144586,-0.649057161,0.712459879,0.331679907,no
-0.290185642,-0.305793746,0.717072355,0.845170093,no
-0.290185642,0.376876192,0.776457984,0.845170093,no
-0.002308811,1.452949145,0.772422068,0.845170093,no
1.820911118,0.037469669,-1.65950593,-2.069682553,no
0.861321682,-0.91518273,0.773575187,0.845170093,no
1.245157456,0.176317792,-1.35681219,-1.257233122,yes
1.628993231,-0.336648884,0.716495796,0.845170093,no
0.28556802,0.010471423,0.71188332,0.331679907,no
1.3411164,6.158357757,0.306561987,0.398115295,yes
1.053239569,0.292024562,-1.483078721,-2.815696597,yes
-0.482103529,-0.521779715,0.772422068,0.845170093,no
1.245157456,-0.533350392,0.772998627,0.845170093,no
1.245157456,-0.733908792,0.328471248,0.398115295,no
-0.578062473,0.284310777,-1.569562647,-2.428156834,yes
0.957280625,1.94663136,0.716495796,0.845170093,no
-0.098267755,-0.440784976,0.772998627,0.845170093,no
-1.249775079,-0.838044884,-1.343551321,-0.940280958,no
-1.249775079,-0.467783223,-1.615687408,-2.069682553,no
0.381526963,-0.587346884,0.714189558,0.331679907,no
-1.057857191,-0.390645376,0.262166905,0.398115295,no
0.189609076,-0.718481222,0.712459879,0.331679907,no
-0.865939304,1.302530345,-1.235158134,-0.940280958,no
-1.057857191,0.018185208,0.772998627,0.845170093,no
1.916870062,1.225392499,0.71130676,0.331679907,no
-1.153816135,0.218743608,-1.359118428,-0.940280958,yes
-1.153816135,0.508010531,-1.357965309,-0.940280958,yes
-0.002308811,-0.047381961,-1.318759262,-0.940280958,no
-0.482103529,-0.938324084,0.713036439,0.331679907,no
-0.386144586,-0.016526823,0.773575187,0.845170093,no
-0.386144586,-0.26336793,0.713036439,0.331679907,no
0.861321682,0.018185208,0.772998627,0.845170093,no
0.669403794,-0.460069438,0.71188332,0.331679907,no
-1.057857191,-0.147661161,0.773575187,0.845170093,no
-0.482103529,-0.255654146,0.716495796,0.331679907,no
-0.674021417,-0.571919315,0.771268949,0.845170093,no
-1.153816135,0.230314285,0.713036439,0.331679907,no
0.381526963,1.91191933,0.712459879,0.331679907,no
-0.578062473,-0.004956146,0.772998627,0.845170093,no
0.765362738,-0.741622576,0.714189558,0.331679907,no
-0.194226698,0.685427577,0.714189558,0.331679907,no
-0.098267755,0.149319546,0.772998627,0.845170093,no
-0.482103529,-0.949894761,-1.367190261,-0.940280958,no
-1.345734022,-0.224799007,0.771845508,0.845170093,no
0.765362738,-0.749336361,0.770692389,0.845170093,no
0.093650133,-0.26336793,-1.370649618,-0.940280958,no
-0.290185642,1.452949145,-1.322795179,-0.940280958,no
-0.194226698,0.033612777,0.716495796,0.845170093,no
0.477485907,0.535008777,-1.312993667,-0.940280958,no
0.477485907,1.688219576,0.328471248,0.398115295,yes
-0.386144586,-0.317364423,0.772422068,0.845170093,no
0.477485907,2.185758683,0.716495796,0.845170093,no
0.477485907,-0.730051899,0.230456132,0.398115295,no
-0.482103529,-0.656770945,-1.370649618,-0.940280958,no
-0.002308811,3.778655205,0.771845508,0.845170093,no
-0.194226698,-0.244083469,0.772422068,0.845170093,no
-0.098267755,-0.267224823,-1.250148681,-0.940280958,no
1.149198513,-0.193943869,0.774151746,0.845170093,no
-0.290185642,0.0721817,-1.338938845,-0.940280958,no
-0.674021417,-0.760907038,-1.666424645,-2.069682553,no
-0.674021417,0.477155392,-1.277823537,-0.940280958,no
0.861321682,0.091466162,0.714189558,0.331679907,no
-0.194226698,-0.973036114,-1.330867012,-0.940280958,no
-0.578062473,0.106893731,0.773575187,0.845170093,no
-0.194226698,0.068324808,-1.312993667,-0.940280958,no
1.533034287,-0.452355653,0.773575187,0.845170093,no
-0.961898248,0.612146623,-1.307228072,-0.940280958,yes
-1.53765191,0.596719054,-1.300885917,-0.940280958,yes
-0.386144586,0.245741854,0.71188332,0.331679907,no
-0.002308811,-0.768620822,0.287535523,0.398115295,no
-1.057857191,-0.652914053,-1.35681219,-1.257233122,no
-1.057857191,-0.355933346,0.771845508,0.845170093,no
0.573444851,-0.961465438,-1.277823537,-0.940280958,no
1.053239569,-0.139947377,0.717648915,0.845170093,no
-1.249775079,0.184031577,0.772998627,0.845170093,no
1.724952175,0.947696253,-1.370649618,-0.940280958,no
-1.057857191,-0.606631346,-1.361424666,-1.257233122,no
0.28556802,-0.402216053,0.71130676,0.331679907,no
-0.578062473,-0.595060669,0.776457984,0.845170093,no
-1.249775079,-0.336648884,0.77011583,0.845170093,no
1.245157456,-0.2787955,0.262166905,0.398115295,no
0.381526963,-0.899755161,0.262166905,0.398115295,no
-0.961898248,-0.710767438,0.262166905,0.398115295,no
-0.76998036,-0.201657653,0.774151746,0.845170093,no
-0.961898248,1.464519822,0.773575187,0.845170093,yes
0.573444851,-0.799475961,0.773575187,0.845170093,no
-0.098267755,-0.2787955,-1.357965309,-0.940280958,no
-1.153816135,-0.325078207,0.714189558,0.331679907,no
-0.578062473,-0.058952638,0.770692389,0.845170093,no
0.957280625,3.362110836,0.772998627,0.845170093,yes
1.820911118,0.492582961,0.712459879,0.331679907,no
-1.249775079,-0.251797253,-1.322795179,-0.940280958,no
-0.76998036,-0.795619068,0.772998627,0.845170093,no
-1.057857191,-0.452355653,0.71130676,0.331679907,no
0.189609076,-0.969179222,-1.338938845,-0.940280958,no
-1.441692966,0.160890223,-1.338938845,-0.940280958,no
1.149198513,-0.668341622,0.773575187,0.845170093,no
0.669403794,-0.294223069,-1.67161368,-2.069682553,yes
0.28556802,0.519581208,0.772422068,0.845170093,no
-0.386144586,-0.101378454,0.712459879,0.331679907,no
-0.482103529,-0.641343376,0.717072355,0.845170093,no
1.533034287,-0.402216053,0.773575187,0.845170093,no
1.437075344,0.1724609,0.262166905,0.398115295,no
1.437075344,-0.583489992,-1.349316916,-0.940280958,no
0.477485907,-0.124519807,0.774728306,0.845170093,no
-0.961898248,-0.259511038,0.71188332,0.331679907,no
-0.961898248,-0.348219561,0.772422068,0.845170093,no
1.724952175,0.704712038,0.230456132,0.398115295,no
0.957280625,0.106893731,0.306561987,0.398115295,no
-1.345734022,-0.41378673,0.773575187,0.845170093,no
-0.674021417,1.10968573,0.772998627,0.845170093,no
-0.578062473,-0.039668177,0.714189558,0.331679907,no
-0.578062473,-0.949894761,-1.63702011,-2.428156834,no
-1.057857191,0.369162408,-1.277823537,-0.940280958,no
-0.290185642,0.114607516,-1.362001225,-0.940280958,yes
-1.53765191,-0.784048392,0.772998627,0.845170093,no
3.932007878,-0.267224823,-1.584553195,-1.257233122,no
-0.482103529,0.326736592,0.71130676,0.331679907,no
-1.53765191,0.149319546,-1.370649618,-0.940280958,no
-0.674021417,0.454014038,0.772422068,0.845170093,no
-0.76998036,-0.973036114,-1.277823537,-0.940280958,no
0.093650133,-0.325078207,0.717072355,0.845170093,no
-0.290185642,-0.687626084,0.774728306,0.845170093,no
0.381526963,-0.298079961,0.772422068,0.845170093,no
1.628993231,-0.552634853,0.775881425,0.845170093,no
-0.865939304,-0.36364713,-1.67161368,-2.069682553,yes
1.533034287,-0.691482976,0.306561987,0.398115295,no
-0.865939304,-0.629772699,0.772998627,0.845170093,no
0.28556802,0.045183454,-1.5787876,-2.815696597,yes
1.437075344,-0.197800761,0.71130676,0.331679907,no
-0.578062473,-0.730051899,-1.322795179,-0.940280958,no
-0.674021417,-0.217085223,0.712459879,0.331679907,no
0.093650133,-0.332791992,0.712459879,0.331679907,no
0.957280625,-0.433071192,0.262166905,0.398115295,no
-0.865939304,-0.645200269,0.716495796,0.845170093,no
0.669403794,0.789563669,0.712459879,0.331679907,no
0.861321682,-0.452355653,-1.312993667,-0.940280958,no
1.820911118,0.060611023,-1.277823537,-0.940280958,no
0.669403794,0.577434592,0.713036439,0.331679907,no
0.573444851,-0.058952638,-1.359118428,-0.940280958,no
-1.345734022,1.76150053,-1.357965309,-0.940280958,yes
0.093650133,0.554293238,0.712459879,0.331679907,no
-0.002308811,-0.232512792,0.777611103,0.845170093,no
0.669403794,-0.317364423,-1.322795179,-0.940280958,no
-1.249775079,-0.494781469,0.771845508,0.845170093,no
-0.961898248,0.288167669,0.772422068,0.845170093,no
0.189609076,-0.394502269,0.772998627,0.845170093,no
-0.098267755,-0.772477715,0.306561987,0.398115295,no
-1.057857191,0.1223213,-1.349316916,-0.940280958,no
0.573444851,0.720139607,0.713036439,0.331679907,no
0.093650133,-0.784048392,0.714189558,0.331679907,no
-0.386144586,-0.668341622,0.712459879,0.331679907,no
1.149198513,-0.556491746,0.774151746,0.845170093,no
-0.76998036,-0.402216053,0.773575187,0.845170093,no
-0.865939304,-0.876613807,-1.367190261,-0.940280958,no
0.477485907,-0.479353899,0.775881425,0.845170093,no
0.765362738,-0.487067684,0.774728306,0.845170093,no
-0.76998036,1.36038373,0.712459879,0.331679907,no
-0.674021417,-0.483210792,0.262166905,0.398115295,no
0.093650133,-0.406072946,0.772998627,0.845170093,no
1.245157456,0.060611023,0.71188332,0.331679907,no
1.053239569,1.113542623,0.774151746,0.845170093,no
-1.345734022,0.184031577,-1.661812168,-2.069682553,yes
-1.249775079,0.353734838,0.712459879,0.331679907,no
-0.865939304,-0.440784976,0.262166905,0.398115295,no
0.381526963,0.334450377,0.772422068,0.845170093,no
-0.482103529,-0.86504313,0.714189558,0.331679907,no
0.381526963,0.052897239,0.712459879,0.331679907,no
0.093650133,-0.517922823,0.306561987,0.398115295,no
-0.578062473,0.465584715,0.230456132,0.398115295,no
-0.578062473,-0.309650638,-1.370649618,-0.940280958,no
0.28556802,1.56094213,-1.367190261,-0.940280958,yes
-0.098267755,-0.444641869,0.71188332,0.331679907,no
0.573444851,3.97149982,0.775881425,0.845170093,no
-0.482103529,0.369162408,-1.362001225,-0.940280958,yes
0.669403794,-0.784048392,0.772998627,0.845170093,no
-1.249775079,-0.795619068,-1.307228072,-0.940280958,no
-0.290185642,1.113542623,-1.338938845,-0.940280958,no
1.149198513,0.535008777,0.714189558,0.331679907,no
0.28556802,-0.452355653,0.712459879,0.331679907,no
-0.865939304,-0.703053653,0.774151746,0.845170093,no
-1.057857191,-0.737765684,0.776457984,0.845170093,no
0.28556802,-0.510209038,-1.367190261,-0.940280958,no
0.669403794,-0.845758668,0.771268949,0.845170093,no
0.477485907,-0.394502269,-1.57821104,-1.257233122,no
-0.098267755,-0.298079961,-1.338938845,-0.940280958,no
-0.386144586,1.506945638,0.772422068,0.845170093,no
-1.82552874,0.133891977,-1.277823537,-0.940280958,no
-1.153816135,-0.76476393,0.772422068,0.845170093,no
0.765362738,0.411588223,-1.277823537,-0.940280958,no
0.28556802,-0.706910545,-1.591471909,-1.257233122,no
-0.290185642,-0.147661161,0.774728306,0.845170093,no
1.820911118,0.087609269,-1.349316916,-0.940280958,no
-0.865939304,-0.579633099,0.712459879,0.331679907,no
1.628993231,-0.583489992,0.774728306,0.845170093,no
0.381526963,0.793420561,0.774151746,0.845170093,no
1.628993231,-0.085950884,0.772422068,0.845170093,no
-1.345734022,-0.082093992,0.772422068,0.845170093,no
0.28556802,-0.676055407,0.491637588,0.398115295,no
-0.578062473,-0.101378454,0.771268949,0.845170093,no
0.765362738,3.095985267,0.287535523,0.398115295,yes
-0.76998036,0.253455638,0.71130676,0.331679907,no
-0.194226698,-0.217085223,-1.370649618,-0.940280958,no
-0.290185642,-0.483210792,0.772422068,0.845170093,no
-1.057857191,-0.595060669,-1.367190261,-0.940280958,no
0.189609076,-0.733908792,0.775881425,0.845170093,no
1.149198513,-0.919039622,0.717648915,0.845170093,no
0.765362738,-0.537207284,0.771845508,0.845170093,no
-0.961898248,-0.205514546,0.71188332,0.331679907,no
0.093650133,-0.21322833,0.773575187,0.845170093,no
-1.53765191,0.519581208,-1.277823537,-0.940280958,no
1.628993231,-0.579633099,-1.277823537,-0.940280958,no
-1.153816135,-0.637486484,-1.250148681,-0.940280958,no
1.053239569,0.133891977,0.771845508,0.845170093,no
0.093650133,0.052897239,-1.260526752,-0.940280958,no
-1.441692966,0.400017546,-1.307228072,-0.940280958,no
0.669403794,-0.579633099,0.772422068,0.845170093,no
-0.578062473,-0.579633099,0.77011583,0.845170093,no
-0.002308811,-0.286509284,0.712459879,0.331679907,no
-1.057857191,-0.641343376,0.712459879,0.331679907,no
-0.674021417,-0.838044884,0.287535523,0.398115295,no
0.669403794,-0.46392633,0.712459879,0.331679907,no
0.189609076,-0.286509284,0.230456132,0.398115295,no
1.437075344,-0.753193253,0.287535523,0.398115295,no
-0.002308811,-0.679912299,0.712459879,0.331679907,no
-0.578062473,-0.784048392,0.712459879,0.331679907,no
1.3411164,-0.649057161,0.71188332,0.331679907,no
0.669403794,0.658429331,0.773575187,0.845170093,no
-0.098267755,-0.16308873,0.776457984,0.845170093,no
-0.482103529,-0.070523315,0.712459879,0.331679907,no
-0.578062473,0.619860407,0.772422068,0.845170093,no
-0.865939304,-0.055095746,0.230456132,0.398115295,no
-1.057857191,-0.386788484,0.771268949,0.845170093,no
0.28556802,-0.61434513,0.716495796,0.331679907,no
-0.674021417,-0.56420553,-1.343551321,-0.940280958,no
0.381526963,-0.517922823,0.328471248,0.398115295,no
-0.76998036,-0.637486484,-1.106008804,-0.940280958,no
-0.290185642,0.245741854,0.712459879,0.331679907,no
-1.153816135,0.010471423,-1.569562647,-2.428156834,yes
-0.865939304,-0.448498761,0.773575187,0.845170093,no
-0.674021417,-0.548777961,-1.318759262,-0.940280958,no
-1.057857191,0.6237173,0.713036439,0.331679907,no
-0.578062473,-0.548777961,0.772422068,0.845170093,no
-0.578062473,-0.26336793,0.776457984,0.845170093,no
-0.578062473,-0.309650638,0.717072355,0.845170093,no
-0.578062473,-0.0280975,-1.57821104,-1.257233122,no
-0.386144586,-0.726195007,-1.330867012,-0.940280958,no
-1.153816135,-0.541064176,0.773575187,0.845170093,no
-0.194226698,-0.510209038,-1.676226156,-2.069682553,yes
-0.578062473,-0.853472453,0.713612998,0.331679907,no
1.245157456,-0.76476393,0.306561987,0.398115295,no
-0.386144586,-0.552634853,0.287535523,0.398115295,no
-1.53765191,-0.745479468,-1.612228051,-1.257233122,no
-1.057857191,-0.826474207,0.71130676,0.331679907,no
0.669403794,0.2727401,0.713612998,0.331679907,no
-0.674021417,-0.652914053,0.772998627,0.845170093,no
1.533034287,-0.51406593,-1.338938845,-0.940280958,no
-0.194226698,-0.637486484,0.775304865,0.845170093,no
-0.961898248,-0.710767438,0.773575187,0.845170093,no
-0.194226698,-0.525636607,0.774728306,0.845170093,no
-0.290185642,3.581953698,0.71130676,0.331679907,no
-0.961898248,2.120191514,-1.582246957,-2.815696597,yes
-0.194226698,0.056754131,0.771845508,0.845170093,no
-0.002308811,-0.760907038,0.713036439,0.331679907,no
-1.345734022,-0.96532233,-1.649127859,-2.428156834,no
0.477485907,-0.710767438,0.772998627,0.845170093,no
-1.249775079,0.816561915,0.712459879,0.331679907,no
1.820911118,-0.251797253,0.772422068,0.845170093,no
0.861321682,-0.575776207,0.774151746,0.845170093,no
-1.057857191,0.091466162,0.713612998,0.331679907,no
0.669403794,-0.791762176,-1.300885917,-0.940280958,no
0.28556802,-0.047381961,0.716495796,0.331679907,no
-1.153816135,-0.070523315,0.77011583,0.845170093,no
-0.482103529,0.434729577,-1.5787876,-1.257233122,no
0.669403794,-0.733908792,-1.277823537,-0.940280958,no
1.724952175,-0.097521561,0.713036439,0.331679907,no
-0.386144586,-0.91518273,0.717648915,0.845170093,no
-1.345734022,2.390173975,0.772422068,0.845170093,yes
0.957280625,-0.467783223,-1.277823537,-0.940280958,no
-1.249775079,-0.421500515,0.77011583,0.845170093,no
-0.578062473,-0.953751653,-1.579364159,-2.815696597,no
1.437075344,-0.471640115,0.772998627,0.845170093,no
-0.386144586,0.963123823,-1.277823537,-0.940280958,no
-0.674021417,-0.533350392,0.713036439,0.331679907,no
0.381526963,0.855130838,0.714189558,0.331679907,no
-1.153816135,-0.811046638,-1.343551321,-0.940280958,no
-0.961898248,-0.668341622,0.712459879,0.331679907,no
1.724952175,1.491518068,0.773575187,0.845170093,yes
1.149198513,2.34774816,0.772422068,0.845170093,no
-0.961898248,-0.737765684,0.71130676,0.331679907,no
1.3411164,0.361448623,-1.359118428,-0.940280958,yes
-0.386144586,-0.321221315,0.775881425,0.845170093,no
1.3411164,2.255182745,0.712459879,0.331679907,no
-1.057857191,-0.695339869,0.771845508,0.845170093,no
0.477485907,-0.286509284,-1.277823537,-0.940280958,no
-0.961898248,0.211029823,-1.232851896,-0.940280958,yes
-0.386144586,0.855130838,-1.674496478,-1.986638318,yes
-0.961898248,-0.695339869,0.776457984,0.845170093,no
-0.961898248,-0.544921069,0.71130676,0.331679907,no
-0.865939304,-0.406072946,0.771845508,0.845170093,no
0.381526963,0.820418807,0.717648915,0.845170093,no
1.724952175,-0.232512792,-1.721774357,-2.191480765,no
0.381526963,-0.193943869,0.777611103,0.845170093,no
1.533034287,-0.571919315,0.262166905,0.398115295,no
1.149198513,-0.460069438,0.262166905,0.398115295,no
-0.961898248,-0.352076453,0.77011583,0.845170093,no
0.093650133,0.700855146,0.77011583,0.845170093,no
-0.674021417,-0.21322833,-1.164241314,-0.940280958,yes
-0.482103529,-0.776334607,-1.357965309,-0.940280958,no
1.533034287,-0.517922823,0.776457984,0.845170093,no
-0.386144586,-0.433071192,-1.57821104,-1.257233122,yes
0.477485907,0.434729577,0.776457984,0.845170093,no
0.957280625,-0.591203776,0.328471248,0.398115295,no
-1.057857191,-0.2787955,0.716495796,0.845170093,no
-0.578062473,-0.2787955,0.775881425,0.845170093,no
-0.865939304,-0.930610299,0.71188332,0.331679907,no
-0.002308811,-0.494781469,0.306561987,0.398115295,no
0.381526963,-0.494781469,0.328471248,0.398115295,no
-0.76998036,-0.440784976,0.773575187,0.845170093,no
-0.674021417,-0.444641869,-1.717738441,-2.191480765,no
-0.194226698,0.268883208,0.287535523,0.398115295,no
2.300705836,1.703647145,-1.711972846,-2.191480765,yes
0.765362738,-0.21322833,0.772998627,0.845170093,no
-0.76998036,-0.907468945,0.717072355,0.845170093,no
-0.002308811,-0.760907038,0.717072355,0.845170093,no
-0.76998036,-0.043525069,-1.653163776,-2.428156834,yes
0.28556802,-0.236369684,0.262166905,0.398115295,no
-1.057857191,-0.487067684,-1.349316916,-0.940280958,no
-0.098267755,-0.510209038,0.714189558,0.331679907,no
0.765362738,0.878272192,-1.370649618,-0.940280958,no
-0.865939304,0.091466162,-1.338938845,-0.940280958,no
1.149198513,0.554293238,0.770692389,0.845170093,no
-1.633610853,-0.807189745,0.770692389,0.845170093,no
1.437075344,-0.147661161,-1.710819727,-2.191480765,no
